participant number,current block,block number,case number,first,second,chose
9,stair1_100,0,44,nagao,ours,
9,stair1_100,0,45,seo,nagao,
9,stair1_100,0,46,ours,seo,
9,stair1_100,0,47,nagao,real,
9,stair1_100,0,48,seo,real,
9,stair1_100,0,49,real,nagao,
9,stair1_100,0,50,seo,ours,
9,stair1_100,0,51,ours,real,
9,stair1_100,0,52,seo,nagao,
9,stair1_100,0,53,real,seo,
9,stair1_100,0,54,real,ours,
9,stair1_100,0,55,nagao,seo,
9,stair1_100,0,56,nagao,real,
9,stair1_100,0,57,nagao,ours,
9,stair1_100,0,58,ours,nagao,
9,stair1_100,0,59,ours,seo,
9,stair2_75,1,0,nagao,ours,
9,stair2_75,1,1,seo,nagao,
9,stair2_75,1,2,ours,nagao,
9,stair2_75,1,3,nagao,real,
9,stair2_75,1,4,real,seo,
9,stair2_75,1,5,ours,seo,
9,stair2_75,1,6,seo,ours,
9,stair2_75,1,7,ours,real,
9,stair2_75,1,8,seo,real,
9,stair2_75,1,9,real,ours,
9,stair2_75,1,10,nagao,seo,
9,stair2_75,1,11,real,nagao,
9,stair2_75,1,12,seo,nagao,
9,stair2_75,1,13,ours,seo,
9,stair2_75,1,14,nagao,real,
9,stair2_75,1,15,real,nagao,
9,stair2_75,1,16,real,ours,
9,stair2_75,1,17,nagao,ours,
9,stair2_75,1,18,nagao,seo,
9,stair2_75,1,19,seo,ours,
9,stair2_75,1,20,seo,real,
9,stair2_75,1,21,real,seo,
9,stair2_75,1,22,ours,nagao,
9,stair2_75,1,23,ours,real,
9,stair2_75,1,24,ours,seo,
9,stair2_75,1,25,seo,real,
9,stair2_75,1,26,real,nagao,
9,stair2_75,1,27,ours,real,
9,stair2_75,1,28,ours,nagao,
9,stair2_75,1,29,nagao,real,
9,stair2_75,1,30,seo,ours,
9,stair2_75,1,31,real,ours,
9,stair2_75,1,32,nagao,ours,
9,stair2_75,1,33,real,seo,
9,stair2_75,1,34,nagao,seo,
9,stair2_75,1,35,seo,nagao,
9,stair2_75,1,36,seo,real,
9,stair2_75,1,37,real,ours,
9,stair2_75,1,38,nagao,ours,
9,stair2_75,1,39,ours,seo,
9,stair2_75,1,40,ours,nagao,
9,stair2_75,1,41,nagao,seo,
9,stair2_75,1,42,real,seo,
9,stair2_75,1,43,ours,real,
9,stair2_75,1,44,real,nagao,
9,stair2_75,1,45,seo,ours,
9,stair2_75,1,46,seo,nagao,
9,stair2_75,1,47,nagao,real,
9,stair2_75,1,48,seo,nagao,
9,stair2_75,1,49,seo,real,
9,stair2_75,1,50,nagao,seo,
9,stair2_75,1,51,nagao,real,
9,stair2_75,1,52,seo,ours,
9,stair2_75,1,53,real,seo,
9,stair2_75,1,54,ours,seo,
9,stair2_75,1,55,real,nagao,
9,stair2_75,1,56,nagao,ours,
9,stair2_75,1,57,ours,real,
9,stair2_75,1,58,ours,nagao,
9,stair2_75,1,59,real,ours,
9,stair2_100,2,0,seo,real,
9,stair2_100,2,1,ours,nagao,
9,stair2_100,2,2,seo,nagao,
9,stair2_100,2,3,ours,real,
9,stair2_100,2,4,real,nagao,
9,stair2_100,2,5,real,ours,
9,stair2_100,2,6,real,seo,
9,stair2_100,2,7,nagao,real,
9,stair2_100,2,8,ours,seo,
9,stair2_100,2,9,nagao,ours,
9,stair2_100,2,10,nagao,seo,
9,stair2_100,2,11,seo,ours,
9,stair2_100,2,12,ours,nagao,
9,stair2_100,2,13,nagao,real,
9,stair2_100,2,14,seo,real,
9,stair2_100,2,15,real,ours,
9,stair2_100,2,16,real,seo,
9,stair2_100,2,17,nagao,ours,
9,stair2_100,2,18,seo,ours,
9,stair2_100,2,19,real,nagao,
9,stair2_100,2,20,ours,real,
9,stair2_100,2,21,seo,nagao,
9,stair2_100,2,22,nagao,seo,
9,stair2_100,2,23,ours,seo,
9,stair2_100,2,24,real,nagao,
9,stair2_100,2,25,seo,nagao,
9,stair2_100,2,26,real,seo,
9,stair2_100,2,27,real,ours,
9,stair2_100,2,28,ours,real,
9,stair2_100,2,29,ours,nagao,
9,stair2_100,2,30,seo,ours,
9,stair2_100,2,31,seo,real,
9,stair2_100,2,32,nagao,seo,
9,stair2_100,2,33,ours,seo,
9,stair2_100,2,34,nagao,ours,
9,stair2_100,2,35,nagao,real,
9,stair2_100,2,36,nagao,ours,
9,stair2_100,2,37,ours,real,
9,stair2_100,2,38,real,ours,
9,stair2_100,2,39,nagao,real,
9,stair2_100,2,40,seo,real,
9,stair2_100,2,41,seo,ours,
9,stair2_100,2,42,real,seo,
9,stair2_100,2,43,ours,seo,
9,stair2_100,2,44,real,nagao,
9,stair2_100,2,45,nagao,seo,
9,stair2_100,2,46,seo,nagao,
9,stair2_100,2,47,ours,nagao,
9,stair2_100,2,48,seo,ours,
9,stair2_100,2,49,ours,seo,
9,stair2_100,2,50,seo,nagao,
9,stair2_100,2,51,ours,nagao,
9,stair2_100,2,52,real,ours,
9,stair2_100,2,53,nagao,seo,
9,stair2_100,2,54,nagao,ours,
9,stair2_100,2,55,real,seo,
9,stair2_100,2,56,real,nagao,
9,stair2_100,2,57,nagao,real,
9,stair2_100,2,58,seo,real,
9,stair2_100,2,59,ours,real,
9,stair1_75,3,0,nagao,real,
9,stair1_75,3,1,ours,seo,
9,stair1_75,3,2,nagao,ours,
9,stair1_75,3,3,real,seo,
9,stair1_75,3,4,nagao,seo,
9,stair1_75,3,5,ours,real,
9,stair1_75,3,6,seo,real,
9,stair1_75,3,7,real,ours,
9,stair1_75,3,8,ours,nagao,
9,stair1_75,3,9,seo,nagao,
9,stair1_75,3,10,seo,ours,
9,stair1_75,3,11,real,nagao,
9,stair1_75,3,12,seo,real,
9,stair1_75,3,13,nagao,ours,
9,stair1_75,3,14,seo,ours,
9,stair1_75,3,15,real,seo,
9,stair1_75,3,16,nagao,real,
9,stair1_75,3,17,nagao,seo,
9,stair1_75,3,18,ours,seo,
9,stair1_75,3,19,seo,nagao,
9,stair1_75,3,20,real,nagao,
9,stair1_75,3,21,ours,real,
9,stair1_75,3,22,ours,nagao,
9,stair1_75,3,23,real,ours,
9,stair1_75,3,24,real,nagao,
9,stair1_75,3,25,ours,real,
9,stair1_75,3,26,nagao,real,
9,stair1_75,3,27,nagao,ours,
9,stair1_75,3,28,ours,nagao,
9,stair1_75,3,29,seo,nagao,
9,stair1_75,3,30,nagao,seo,
9,stair1_75,3,31,ours,seo,
9,stair1_75,3,32,real,seo,
9,stair1_75,3,33,seo,ours,
9,stair1_75,3,34,real,ours,
9,stair1_75,3,35,seo,real,
9,stair1_75,3,36,real,ours,
9,stair1_75,3,37,nagao,seo,
9,stair1_75,3,38,ours,seo,
9,stair1_75,3,39,seo,real,
9,stair1_75,3,40,seo,ours,
9,stair1_75,3,41,real,seo,
9,stair1_75,3,42,nagao,real,
9,stair1_75,3,43,seo,nagao,
9,stair1_75,3,44,real,nagao,
9,stair1_75,3,45,ours,nagao,
9,stair1_75,3,46,nagao,ours,
9,stair1_75,3,47,ours,real,
9,stair1_75,3,48,nagao,seo,
9,stair1_75,3,49,nagao,ours,
9,stair1_75,3,50,real,seo,
9,stair1_75,3,51,nagao,real,
9,stair1_75,3,52,real,nagao,
9,stair1_75,3,53,ours,real,
9,stair1_75,3,54,seo,real,
9,stair1_75,3,55,seo,nagao,
9,stair1_75,3,56,ours,nagao,
9,stair1_75,3,57,ours,seo,
9,stair1_75,3,58,real,ours,
9,stair1_75,3,59,seo,ours,
10,stair1_100,0,0,ours,seo,
10,stair1_100,0,1,nagao,ours,
10,stair1_100,0,2,real,nagao,
10,stair1_100,0,3,nagao,real,
10,stair1_100,0,4,real,ours,
10,stair1_100,0,5,ours,nagao,
10,stair1_100,0,6,seo,ours,
10,stair1_100,0,7,ours,real,
10,stair1_100,0,8,seo,real,
10,stair1_100,0,9,real,seo,
10,stair1_100,0,10,nagao,seo,
10,stair1_100,0,11,seo,nagao,
10,stair1_100,0,12,ours,nagao,
10,stair1_100,0,13,nagao,seo,
10,stair1_100,0,14,real,nagao,
10,stair1_100,0,15,ours,seo,
10,stair1_100,0,16,real,ours,
10,stair1_100,0,17,ours,real,
10,stair1_100,0,18,nagao,ours,
10,stair1_100,0,19,seo,nagao,
10,stair1_100,0,20,seo,ours,
10,stair1_100,0,21,seo,real,
10,stair1_100,0,22,nagao,real,
10,stair1_100,0,23,real,seo,
10,stair1_100,0,24,seo,ours,
10,stair1_100,0,25,ours,nagao,
10,stair1_100,0,26,ours,seo,
10,stair1_100,0,27,seo,real,
10,stair1_100,0,28,nagao,real,
10,stair1_100,0,29,nagao,ours,
10,stair1_100,0,30,real,seo,
10,stair1_100,0,31,real,nagao,
10,stair1_100,0,32,seo,nagao,
10,stair1_100,0,33,nagao,seo,
10,stair1_100,0,34,real,ours,
10,stair1_100,0,35,ours,real,
10,stair1_100,0,36,real,nagao,
10,stair1_100,0,37,ours,nagao,
10,stair1_100,0,38,nagao,seo,
10,stair1_100,0,39,seo,nagao,
10,stair1_100,0,40,nagao,ours,
10,stair1_100,0,41,seo,real,
10,stair1_100,0,42,ours,seo,
10,stair1_100,0,43,ours,real,
10,stair1_100,0,44,nagao,real,
10,stair1_100,0,45,seo,ours,
10,stair1_100,0,46,real,ours,
10,stair1_100,0,47,real,seo,
10,stair1_100,0,48,nagao,ours,
10,stair1_100,0,49,ours,seo,
10,stair1_100,0,50,seo,ours,
10,stair1_100,0,51,seo,nagao,
10,stair1_100,0,52,real,ours,
10,stair1_100,0,53,real,seo,
10,stair1_100,0,54,ours,nagao,
10,stair1_100,0,55,seo,real,
10,stair1_100,0,56,nagao,seo,
10,stair1_100,0,57,ours,real,
10,stair1_100,0,58,nagao,real,
10,stair1_100,0,59,real,nagao,
10,stair2_100,1,0,nagao,real,
10,stair2_100,1,1,nagao,ours,
10,stair2_100,1,2,ours,real,
10,stair2_100,1,3,nagao,seo,
10,stair2_100,1,4,real,nagao,
10,stair2_100,1,5,real,seo,
10,stair2_100,1,6,real,ours,
10,stair2_100,1,7,seo,nagao,
10,stair2_100,1,8,ours,seo,
10,stair2_100,1,9,seo,real,
10,stair2_100,1,10,ours,nagao,
10,stair2_100,1,11,seo,ours,
10,stair2_100,1,12,real,ours,
10,stair2_100,1,13,seo,nagao,
10,stair2_100,1,14,real,seo,
10,stair2_100,1,15,seo,real,
10,stair2_100,1,16,ours,seo,
10,stair2_100,1,17,nagao,seo,
10,stair2_100,1,18,ours,real,
10,stair2_100,1,19,nagao,real,
10,stair2_100,1,20,ours,nagao,
10,stair2_100,1,21,real,nagao,
10,stair2_100,1,22,nagao,ours,
10,stair2_100,1,23,seo,ours,
10,stair2_100,1,24,seo,ours,
10,stair2_100,1,25,nagao,seo,
10,stair2_100,1,26,seo,nagao,
10,stair2_100,1,27,seo,real,
10,stair2_100,1,28,ours,nagao,
10,stair2_100,1,29,nagao,ours,
10,stair2_100,1,30,real,nagao,
10,stair2_100,1,31,real,ours,
10,stair2_100,1,32,nagao,real,
10,stair2_100,1,33,real,seo,
10,stair2_100,1,34,ours,seo,
10,stair2_100,1,35,ours,real,
10,stair2_100,1,36,real,nagao,
10,stair2_100,1,37,real,ours,
10,stair2_100,1,38,seo,real,
10,stair2_100,1,39,ours,real,
10,stair2_100,1,40,real,seo,
10,stair2_100,1,41,seo,ours,
10,stair2_100,1,42,seo,nagao,
10,stair2_100,1,43,nagao,real,
10,stair2_100,1,44,nagao,ours,
10,stair2_100,1,45,ours,nagao,
10,stair2_100,1,46,nagao,seo,
10,stair2_100,1,47,ours,seo,
10,stair2_100,1,48,real,nagao,
10,stair2_100,1,49,ours,real,
10,stair2_100,1,50,ours,nagao,
10,stair2_100,1,51,seo,real,
10,stair2_100,1,52,nagao,seo,
10,stair2_100,1,53,real,ours,
10,stair2_100,1,54,nagao,real,
10,stair2_100,1,55,seo,ours,
10,stair2_100,1,56,nagao,ours,
10,stair2_100,1,57,seo,nagao,
10,stair2_100,1,58,real,seo,
10,stair2_100,1,59,ours,seo,
10,stair1_75,2,0,nagao,seo,
10,stair1_75,2,1,seo,nagao,
10,stair1_75,2,2,seo,real,
10,stair1_75,2,3,nagao,real,
10,stair1_75,2,4,real,seo,
10,stair1_75,2,5,real,ours,
10,stair1_75,2,6,seo,ours,
10,stair1_75,2,7,real,nagao,
10,stair1_75,2,8,nagao,ours,
10,stair1_75,2,9,ours,seo,
10,stair1_75,2,10,ours,nagao,
10,stair1_75,2,11,ours,real,
10,stair1_75,2,12,real,nagao,
10,stair1_75,2,13,ours,nagao,
10,stair1_75,2,14,real,seo,
10,stair1_75,2,15,real,ours,
10,stair1_75,2,16,nagao,ours,
10,stair1_75,2,17,seo,nagao,
10,stair1_75,2,18,nagao,real,
10,stair1_75,2,19,ours,seo,
10,stair1_75,2,20,seo,real,
10,stair1_75,2,21,nagao,seo,
10,stair1_75,2,22,ours,real,
10,stair1_75,2,23,seo,ours,
10,stair1_75,2,24,ours,real,
10,stair1_75,2,25,nagao,seo,
10,stair1_75,2,26,real,nagao,
10,stair1_75,2,27,ours,seo,
10,stair1_75,2,28,real,seo,
10,stair1_75,2,29,seo,ours,
10,stair1_75,2,30,real,ours,
10,stair1_75,2,31,seo,nagao,
10,stair1_75,2,32,ours,nagao,
10,stair1_75,2,33,nagao,real,
10,stair1_75,2,34,seo,real,
10,stair1_75,2,35,nagao,ours,
10,stair1_75,2,36,seo,nagao,
10,stair1_75,2,37,ours,real,
10,stair1_75,2,38,seo,real,
10,stair1_75,2,39,real,nagao,
10,stair1_75,2,40,nagao,ours,
10,stair1_75,2,41,nagao,seo,
10,stair1_75,2,42,real,seo,
10,stair1_75,2,43,ours,nagao,
10,stair1_75,2,44,ours,seo,
10,stair1_75,2,45,nagao,real,
10,stair1_75,2,46,seo,ours,
10,stair1_75,2,47,real,ours,
10,stair1_75,2,48,real,ours,
10,stair1_75,2,49,real,seo,
10,stair1_75,2,50,seo,ours,
10,stair1_75,2,51,ours,nagao,
10,stair1_75,2,52,nagao,ours,
10,stair1_75,2,53,nagao,real,
10,stair1_75,2,54,seo,real,
10,stair1_75,2,55,seo,nagao,
10,stair1_75,2,56,nagao,seo,
10,stair1_75,2,57,ours,seo,
10,stair1_75,2,58,real,nagao,
10,stair1_75,2,59,ours,real,
10,stair2_75,3,0,seo,nagao,
10,stair2_75,3,1,real,ours,
10,stair2_75,3,2,ours,nagao,
10,stair2_75,3,3,nagao,ours,
10,stair2_75,3,4,nagao,seo,
10,stair2_75,3,5,nagao,real,
10,stair2_75,3,6,seo,ours,
10,stair2_75,3,7,ours,real,
10,stair2_75,3,8,real,seo,
10,stair2_75,3,9,real,nagao,
10,stair2_75,3,10,seo,real,
10,stair2_75,3,11,ours,seo,
10,stair2_75,3,12,seo,real,
10,stair2_75,3,13,real,ours,
10,stair2_75,3,14,nagao,ours,
10,stair2_75,3,15,ours,real,
10,stair2_75,3,16,nagao,real,
10,stair2_75,3,17,ours,nagao,
10,stair2_75,3,18,nagao,seo,
10,stair2_75,3,19,seo,ours,
10,stair2_75,3,20,real,nagao,
10,stair2_75,3,21,ours,seo,
10,stair2_75,3,22,seo,nagao,
10,stair2_75,3,23,real,seo,
10,stair2_75,3,24,real,ours,
10,stair2_75,3,25,nagao,real,
10,stair2_75,3,26,ours,seo,
10,stair2_75,3,27,ours,nagao,
10,stair2_75,3,28,real,nagao,
10,stair2_75,3,29,seo,real,
10,stair2_75,3,30,ours,real,
10,stair2_75,3,31,seo,ours,
10,stair2_75,3,32,nagao,seo,
10,stair2_75,3,33,real,seo,
10,stair2_75,3,34,nagao,ours,
10,stair2_75,3,35,seo,nagao,
10,stair2_75,3,36,seo,nagao,
10,stair2_75,3,37,ours,seo,
10,stair2_75,3,38,real,ours,
10,stair2_75,3,39,nagao,ours,
10,stair2_75,3,40,real,nagao,
10,stair2_75,3,41,ours,nagao,
10,stair2_75,3,42,seo,ours,
10,stair2_75,3,43,real,seo,
10,stair2_75,3,44,ours,real,
10,stair2_75,3,45,nagao,real,
10,stair2_75,3,46,nagao,seo,
10,stair2_75,3,47,seo,real,
10,stair2_75,3,48,real,seo,
10,stair2_75,3,49,nagao,ours,
10,stair2_75,3,50,nagao,real,
10,stair2_75,3,51,seo,nagao,
10,stair2_75,3,52,ours,nagao,
10,stair2_75,3,53,real,nagao,
10,stair2_75,3,54,ours,real,
10,stair2_75,3,55,ours,seo,
10,stair2_75,3,56,nagao,seo,
10,stair2_75,3,57,seo,real,
10,stair2_75,3,58,seo,ours,
10,stair2_75,3,59,real,ours,
11,stair1_100,0,0,ours,seo,
11,stair1_100,0,1,nagao,ours,
11,stair1_100,0,2,seo,real,
11,stair1_100,0,3,real,nagao,
11,stair1_100,0,4,seo,nagao,
11,stair1_100,0,5,seo,ours,
11,stair1_100,0,6,real,ours,
11,stair1_100,0,7,nagao,seo,
11,stair1_100,0,8,real,seo,
11,stair1_100,0,9,ours,nagao,
11,stair1_100,0,10,nagao,real,
11,stair1_100,0,11,ours,real,
11,stair1_100,0,12,real,seo,
11,stair1_100,0,13,ours,real,
11,stair1_100,0,14,real,nagao,
11,stair1_100,0,15,seo,ours,
11,stair1_100,0,16,seo,nagao,
11,stair1_100,0,17,nagao,real,
11,stair1_100,0,18,nagao,seo,
11,stair1_100,0,19,ours,seo,
11,stair1_100,0,20,real,ours,
11,stair1_100,0,21,nagao,ours,
11,stair1_100,0,22,seo,real,
11,stair1_100,0,23,ours,nagao,
11,stair1_100,0,24,nagao,real,
11,stair1_100,0,25,real,ours,
11,stair1_100,0,26,seo,nagao,
11,stair1_100,0,27,real,seo,
11,stair1_100,0,28,nagao,ours,
11,stair1_100,0,29,seo,real,
11,stair1_100,0,30,seo,ours,
11,stair1_100,0,31,ours,seo,
11,stair1_100,0,32,ours,nagao,
11,stair1_100,0,33,nagao,seo,
11,stair1_100,0,34,ours,real,
11,stair1_100,0,35,real,nagao,
11,stair1_100,0,36,seo,nagao,
11,stair1_100,0,37,nagao,real,
11,stair1_100,0,38,ours,real,
11,stair1_100,0,39,nagao,seo,
11,stair1_100,0,40,real,ours,
11,stair1_100,0,41,real,nagao,
11,stair1_100,0,42,real,seo,
11,stair1_100,0,43,seo,real,
11,stair1_100,0,44,ours,nagao,
11,stair1_100,0,45,nagao,ours,
11,stair1_100,0,46,ours,seo,
11,stair1_100,0,47,seo,ours,
11,stair1_100,0,48,real,ours,
11,stair1_100,0,49,real,nagao,
11,stair1_100,0,50,seo,real,
11,stair1_100,0,51,ours,seo,
11,stair1_100,0,52,real,seo,
11,stair1_100,0,53,nagao,seo,
11,stair1_100,0,54,ours,nagao,
11,stair1_100,0,55,nagao,ours,
11,stair1_100,0,56,nagao,real,
11,stair1_100,0,57,seo,nagao,
11,stair1_100,0,58,seo,ours,
11,stair1_100,0,59,ours,real,
11,stair2_100,1,0,ours,real,
11,stair2_100,1,1,ours,nagao,
11,stair2_100,1,2,seo,real,
11,stair2_100,1,3,seo,nagao,
11,stair2_100,1,4,nagao,real,
11,stair2_100,1,5,nagao,seo,
11,stair2_100,1,6,nagao,ours,
11,stair2_100,1,7,real,seo,
11,stair2_100,1,8,ours,seo,
11,stair2_100,1,9,real,nagao,
11,stair2_100,1,10,seo,ours,
11,stair2_100,1,11,real,ours,
11,stair2_100,1,12,nagao,ours,
11,stair2_100,1,13,seo,real,
11,stair2_100,1,14,ours,nagao,
11,stair2_100,1,15,seo,nagao,
11,stair2_100,1,16,nagao,seo,
11,stair2_100,1,17,real,nagao,
11,stair2_100,1,18,nagao,real,
11,stair2_100,1,19,seo,ours,
11,stair2_100,1,20,ours,real,
11,stair2_100,1,21,real,seo,
11,stair2_100,1,22,ours,seo,
11,stair2_100,1,23,real,ours,
11,stair2_100,1,24,seo,nagao,
11,stair2_100,1,25,seo,real,
11,stair2_100,1,26,real,nagao,
11,stair2_100,1,27,ours,seo,
11,stair2_100,1,28,nagao,ours,
11,stair2_100,1,29,ours,real,
11,stair2_100,1,30,real,ours,
11,stair2_100,1,31,nagao,seo,
11,stair2_100,1,32,real,seo,
11,stair2_100,1,33,ours,nagao,
11,stair2_100,1,34,seo,ours,
11,stair2_100,1,35,nagao,real,
11,stair2_100,1,36,ours,nagao,
11,stair2_100,1,37,real,seo,
11,stair2_100,1,38,seo,real,
11,stair2_100,1,39,seo,ours,
11,stair2_100,1,40,seo,nagao,
11,stair2_100,1,41,ours,real,
11,stair2_100,1,42,nagao,real,
11,stair2_100,1,43,ours,seo,
11,stair2_100,1,44,nagao,ours,
11,stair2_100,1,45,real,ours,
11,stair2_100,1,46,real,nagao,
11,stair2_100,1,47,nagao,seo,
11,stair2_100,1,48,ours,seo,
11,stair2_100,1,49,seo,nagao,
11,stair2_100,1,50,ours,real,
11,stair2_100,1,51,seo,real,
11,stair2_100,1,52,ours,nagao,
11,stair2_100,1,53,nagao,real,
11,stair2_100,1,54,seo,ours,
11,stair2_100,1,55,nagao,seo,
11,stair2_100,1,56,real,nagao,
11,stair2_100,1,57,real,ours,
11,stair2_100,1,58,nagao,ours,
11,stair2_100,1,59,real,seo,
11,stair2_75,2,0,real,seo,
11,stair2_75,2,1,nagao,seo,
11,stair2_75,2,2,seo,ours,
11,stair2_75,2,3,ours,real,
11,stair2_75,2,4,ours,nagao,
11,stair2_75,2,5,seo,nagao,
11,stair2_75,2,6,nagao,real,
11,stair2_75,2,7,nagao,ours,
11,stair2_75,2,8,seo,real,
11,stair2_75,2,9,ours,seo,
11,stair2_75,2,10,real,nagao,
11,stair2_75,2,11,real,ours,
11,stair2_75,2,12,seo,nagao,
11,stair2_75,2,13,nagao,ours,
11,stair2_75,2,14,nagao,real,
11,stair2_75,2,15,nagao,seo,
11,stair2_75,2,16,real,nagao,
11,stair2_75,2,17,ours,nagao,
11,stair2_75,2,18,real,seo,
11,stair2_75,2,19,ours,real,
11,stair2_75,2,20,ours,seo,
11,stair2_75,2,21,seo,ours,
11,stair2_75,2,22,seo,real,
11,stair2_75,2,23,real,ours,
11,stair2_75,2,24,ours,seo,
11,stair2_75,2,25,seo,ours,
11,stair2_75,2,26,real,nagao,
11,stair2_75,2,27,nagao,real,
11,stair2_75,2,28,nagao,seo,
11,stair2_75,2,29,seo,real,
11,stair2_75,2,30,seo,nagao,
11,stair2_75,2,31,ours,nagao,
11,stair2_75,2,32,nagao,ours,
11,stair2_75,2,33,real,ours,
11,stair2_75,2,34,real,seo,
11,stair2_75,2,35,ours,real,
11,stair2_75,2,36,ours,nagao,
11,stair2_75,2,37,ours,real,
11,stair2_75,2,38,nagao,real,
11,stair2_75,2,39,real,nagao,
11,stair2_75,2,40,seo,real,
11,stair2_75,2,41,nagao,ours,
11,stair2_75,2,42,nagao,seo,
11,stair2_75,2,43,seo,nagao,
11,stair2_75,2,44,real,ours,
11,stair2_75,2,45,seo,ours,
11,stair2_75,2,46,real,seo,
11,stair2_75,2,47,ours,seo,
11,stair2_75,2,48,seo,ours,
11,stair2_75,2,49,nagao,ours,
11,stair2_75,2,50,ours,real,
11,stair2_75,2,51,real,seo,
11,stair2_75,2,52,real,ours,
11,stair2_75,2,53,nagao,seo,
11,stair2_75,2,54,seo,nagao,
11,stair2_75,2,55,seo,real,
11,stair2_75,2,56,nagao,real,
11,stair2_75,2,57,real,nagao,
11,stair2_75,2,58,ours,seo,
11,stair2_75,2,59,ours,nagao,
11,stair1_75,3,0,seo,nagao,
11,stair1_75,3,1,ours,real,
11,stair1_75,3,2,real,nagao,
11,stair1_75,3,3,seo,ours,
11,stair1_75,3,4,nagao,real,
11,stair1_75,3,5,real,seo,
11,stair1_75,3,6,ours,nagao,
11,stair1_75,3,7,seo,real,
11,stair1_75,3,8,real,ours,
11,stair1_75,3,9,ours,seo,
11,stair1_75,3,10,nagao,ours,
11,stair1_75,3,11,nagao,seo,
11,stair1_75,3,12,real,seo,
11,stair1_75,3,13,nagao,real,
11,stair1_75,3,14,ours,nagao,
11,stair1_75,3,15,nagao,seo,
11,stair1_75,3,16,seo,ours,
11,stair1_75,3,17,real,nagao,
11,stair1_75,3,18,nagao,ours,
11,stair1_75,3,19,real,ours,
11,stair1_75,3,20,ours,seo,
11,stair1_75,3,21,seo,real,
11,stair1_75,3,22,seo,nagao,
11,stair1_75,3,23,ours,real,
11,stair1_75,3,24,real,nagao,
11,stair1_75,3,25,real,ours,
11,stair1_75,3,26,ours,seo,
11,stair1_75,3,27,ours,nagao,
11,stair1_75,3,28,seo,real,
11,stair1_75,3,29,seo,nagao,
11,stair1_75,3,30,nagao,seo,
11,stair1_75,3,31,nagao,ours,
11,stair1_75,3,32,nagao,real,
11,stair1_75,3,33,real,seo,
11,stair1_75,3,34,seo,ours,
11,stair1_75,3,35,ours,real,
11,stair1_75,3,36,nagao,seo,
11,stair1_75,3,37,ours,nagao,
11,stair1_75,3,38,nagao,ours,
11,stair1_75,3,39,real,seo,
11,stair1_75,3,40,ours,seo,
11,stair1_75,3,41,seo,nagao,
11,stair1_75,3,42,ours,real,
11,stair1_75,3,43,nagao,real,
11,stair1_75,3,44,real,ours,
11,stair1_75,3,45,real,nagao,
11,stair1_75,3,46,seo,real,
11,stair1_75,3,47,seo,ours,
11,stair1_75,3,48,real,seo,
11,stair1_75,3,49,nagao,ours,
11,stair1_75,3,50,seo,nagao,
11,stair1_75,3,51,ours,nagao,
11,stair1_75,3,52,seo,ours,
11,stair1_75,3,53,ours,real,
11,stair1_75,3,54,seo,real,
11,stair1_75,3,55,nagao,real,
11,stair1_75,3,56,nagao,seo,
11,stair1_75,3,57,real,ours,
11,stair1_75,3,58,real,nagao,
11,stair1_75,3,59,ours,seo,
12,stair2_75,0,0,real,seo,
12,stair2_75,0,1,nagao,ours,
12,stair2_75,0,2,real,nagao,
12,stair2_75,0,3,seo,real,
12,stair2_75,0,4,ours,nagao,
12,stair2_75,0,5,seo,ours,
12,stair2_75,0,6,nagao,real,
12,stair2_75,0,7,real,ours,
12,stair2_75,0,8,ours,seo,
12,stair2_75,0,9,nagao,seo,
12,stair2_75,0,10,seo,nagao,
12,stair2_75,0,11,ours,real,
12,stair2_75,0,12,ours,nagao,
12,stair2_75,0,13,ours,real,
12,stair2_75,0,14,seo,ours,
12,stair2_75,0,15,ours,seo,
12,stair2_75,0,16,nagao,ours,
12,stair2_75,0,17,seo,nagao,
12,stair2_75,0,18,real,nagao,
12,stair2_75,0,19,real,ours,
12,stair2_75,0,20,nagao,real,
12,stair2_75,0,21,seo,real,
12,stair2_75,0,22,real,seo,
12,stair2_75,0,23,nagao,seo,
12,stair2_75,0,24,real,seo,
12,stair2_75,0,25,ours,seo,
12,stair2_75,0,26,seo,ours,
12,stair2_75,0,27,nagao,real,
12,stair2_75,0,28,nagao,ours,
12,stair2_75,0,29,seo,real,
12,stair2_75,0,30,ours,real,
12,stair2_75,0,31,nagao,seo,
12,stair2_75,0,32,ours,nagao,
12,stair2_75,0,33,real,nagao,
12,stair2_75,0,34,real,ours,
12,stair2_75,0,35,seo,nagao,
12,stair2_75,0,36,nagao,ours,
12,stair2_75,0,37,ours,real,
12,stair2_75,0,38,ours,nagao,
12,stair2_75,0,39,nagao,seo,
12,stair2_75,0,40,real,ours,
12,stair2_75,0,41,real,seo,
12,stair2_75,0,42,ours,seo,
12,stair2_75,0,43,real,nagao,
12,stair2_75,0,44,nagao,real,
12,stair2_75,0,45,seo,ours,
12,stair2_75,0,46,seo,nagao,
12,stair2_75,0,47,seo,real,
12,stair2_75,0,48,seo,ours,
12,stair2_75,0,49,real,ours,
12,stair2_75,0,50,ours,real,
12,stair2_75,0,51,ours,seo,
12,stair2_75,0,52,ours,nagao,
12,stair2_75,0,53,nagao,real,
12,stair2_75,0,54,real,seo,
12,stair2_75,0,55,real,nagao,
12,stair2_75,0,56,seo,real,
12,stair2_75,0,57,nagao,seo,
12,stair2_75,0,58,seo,nagao,
